id,timestamp,scenarioId,turn,model,provider,estimatedInputTokens,actualInputTokens,estimatedOutputTokens,actualOutputTokens,optimizationEnabled,techniquesApplied,estimatedSavings,actualSavings,optimizationEffective,latencyMs,success,error
3b4d1cbf-4a44-47e5-b2fd-7f6d93e93570,2025-12-29T12:50:54.510Z,short-01-greeting,1,gpt-4,openai,9,9,1,11,true,,0,0,false,1,true,
6d88a689-a4c8-4eb3-8ea9-e0d63f305f72,2025-12-29T12:50:54.510Z,short-02-simple-question,1,gpt-4,openai,14,14,1,16,true,,0,0,false,0,true,
a8df1e8a-cb82-4904-bc8c-96d81ebe59aa,2025-12-29T12:50:54.510Z,short-03-followup,1,gpt-4,openai,15,15,1,17,true,,0,0,false,0,true,
d8849f7d-195d-4d02-b133-afedbe662c0a,2025-12-29T12:50:54.511Z,short-03-followup,2,gpt-4,openai,70,70,1,19,true,,0,0,false,0,true,
2a5886dc-dbc3-47ae-9cd2-cffe9590dfae,2025-12-29T12:50:54.511Z,short-04-with-system,1,gpt-4,openai,29,29,1,16,true,,0,0,false,0,true,
9e6e3f9d-cca0-4b59-a97b-361e7d186913,2025-12-29T12:50:54.512Z,short-05-translation,1,gpt-4,openai,18,18,1,20,true,,0,0,false,1,true,
336c986b-7cc6-4f89-9d17-e32195829777,2025-12-29T12:50:54.512Z,long-01-customer-support,1,gpt-4,openai,40,40,1,19,true,,0,0,false,0,true,
349367ff-6bd9-47d8-8a1e-133d01d7f866,2025-12-29T12:50:54.512Z,long-01-customer-support,2,gpt-4,openai,79,79,1,18,true,,0,0,false,0,true,
2153449a-2c4f-4a6b-8238-4114ad9bb013,2025-12-29T12:50:54.513Z,long-01-customer-support,3,gpt-4,openai,125,125,1,20,true,,0,0,false,1,true,
e00ccb4c-7e0d-41be-bcb6-861e9f1c63fb,2025-12-29T12:50:54.514Z,long-01-customer-support,4,gpt-4,openai,162,162,1,16,true,,0,0,false,1,true,
6a23fe83-04d7-43be-94be-d208036c1ca3,2025-12-29T12:50:54.515Z,long-01-customer-support,5,gpt-4,openai,214,214,1,20,true,,0,0,false,1,true,
ece764ff-6d11-4161-afad-8adf2c298ad6,2025-12-29T12:50:54.516Z,long-01-customer-support,6,gpt-4,openai,266,266,1,18,true,,0,0,false,1,true,
9d7f4e36-7089-4d43-839a-49a4fe717812,2025-12-29T12:50:54.516Z,long-02-tutoring-session,1,gpt-4,openai,36,36,1,16,true,,0,0,false,0,true,
8aa2633c-1186-49ce-bc68-92e2019ce9f2,2025-12-29T12:50:54.517Z,long-02-tutoring-session,2,gpt-4,openai,111,111,1,16,true,,0,0,false,1,true,
07839bb5-6fec-42a8-afe6-8b368193a73f,2025-12-29T12:50:54.518Z,long-02-tutoring-session,3,gpt-4,openai,192,192,1,26,true,,0,0,false,1,true,
0735d30c-fbe3-498a-820a-0912fe895534,2025-12-29T12:50:54.519Z,long-02-tutoring-session,4,gpt-4,openai,284,284,1,19,true,,0,0,false,1,true,
b1b8431a-e5e6-40d3-b072-85d9279c8539,2025-12-29T12:50:54.520Z,long-02-tutoring-session,5,gpt-4,openai,398,398,1,39,true,,0,0,false,1,true,
79685bf9-b284-43a5-99c6-06edf1b588f8,2025-12-29T12:50:54.522Z,long-02-tutoring-session,6,gpt-4,openai,446,446,1,17,true,,0,0,false,2,true,
e47b6bb4-3e55-4186-ad05-62745d644789,2025-12-29T12:50:54.525Z,long-02-tutoring-session,7,gpt-4,openai,526,526,1,27,true,,0,0,false,2,true,
a5d40218-d687-46d8-8898-a792d96c1dc9,2025-12-29T12:50:54.526Z,long-03-debugging-session,1,gpt-4,openai,55,55,1,19,true,prompt-compression,9,9,true,1,true,
3a7f5bb3-3b09-443c-9b81-7397d4ce791f,2025-12-29T12:50:54.527Z,long-03-debugging-session,2,gpt-4,openai,119,119,1,29,true,prompt-compression,9,9,true,1,true,
