id,timestamp,scenarioId,turn,model,provider,estimatedInputTokens,actualInputTokens,estimatedOutputTokens,actualOutputTokens,optimizationEnabled,techniquesApplied,estimatedSavings,actualSavings,optimizationEffective,latencyMs,success,error
acb0b1f2-ac47-4e20-be21-64054e4401ea,2025-12-29T12:55:16.171Z,short-01-greeting,1,gpt-4,openai,9,9,1,11,true,,0,0,false,1,true,
74bd8c5c-6f4d-42e9-b8a5-ee65efcefc7f,2025-12-29T12:55:16.171Z,short-02-simple-question,1,gpt-4,openai,14,14,1,16,true,,0,0,false,0,true,
cdd78a23-2d64-4997-88a7-ba02e137bb38,2025-12-29T12:55:16.172Z,short-03-followup,1,gpt-4,openai,15,15,1,17,true,,0,0,false,1,true,
1a20e313-adb4-4573-bb5c-0fceb25ac024,2025-12-29T12:55:16.173Z,short-03-followup,2,gpt-4,openai,70,70,1,19,true,,0,0,false,1,true,
602a64a1-f3ec-4ede-b788-a0489a81f6d9,2025-12-29T12:55:16.173Z,short-04-with-system,1,gpt-4,openai,29,29,1,16,true,,0,0,false,0,true,
92bdfbb0-9449-4736-a704-d0c657d1c5cd,2025-12-29T12:55:16.173Z,short-05-translation,1,gpt-4,openai,18,18,1,20,true,,0,0,false,0,true,
d1e2830a-1699-4d55-85ca-568ec0f4cab6,2025-12-29T12:55:16.174Z,long-01-customer-support,1,gpt-4,openai,40,40,1,19,true,,0,0,false,1,true,
6fa16b0f-b7ee-4c4b-ab11-6f2cbbe8f4b8,2025-12-29T12:55:16.174Z,long-01-customer-support,2,gpt-4,openai,79,79,1,18,true,,0,0,false,0,true,
0b502501-ae6a-42c7-bc4a-011fdbf9b41a,2025-12-29T12:55:16.176Z,long-01-customer-support,3,gpt-4,openai,125,125,1,20,true,,0,0,false,2,true,
7efb2570-f535-4390-9f99-a19637bbccb4,2025-12-29T12:55:16.176Z,long-01-customer-support,4,gpt-4,openai,162,162,1,16,true,,0,0,false,0,true,
a1081b3f-5986-4bf6-9401-cdfc5b290f01,2025-12-29T12:55:16.177Z,long-01-customer-support,5,gpt-4,openai,213,213,1,20,true,prompt-compression,1,1,true,0,true,
d1b0c0db-1a9a-4f9f-be24-8103533a5ff5,2025-12-29T12:55:16.179Z,long-01-customer-support,6,gpt-4,openai,265,265,1,18,true,prompt-compression,1,1,true,1,true,
40a4762c-bb97-4d3c-ae0f-7d86776f51e2,2025-12-29T12:55:16.179Z,long-02-tutoring-session,1,gpt-4,openai,36,36,1,16,true,,0,0,false,0,true,
a22b88d4-e656-4b7c-bf7c-c47e5a0ce93c,2025-12-29T12:55:16.180Z,long-02-tutoring-session,2,gpt-4,openai,111,111,1,16,true,,0,0,false,1,true,
4dc8110e-59b6-4496-9e2c-ed3bd7e90a6c,2025-12-29T12:55:16.181Z,long-02-tutoring-session,3,gpt-4,openai,192,192,1,26,true,,0,0,false,1,true,
a06edff0-6102-4519-9d64-6cf357da4c50,2025-12-29T12:55:16.183Z,long-02-tutoring-session,4,gpt-4,openai,284,284,1,19,true,,0,0,false,2,true,
