id,timestamp,scenarioId,turn,model,provider,estimatedInputTokens,actualInputTokens,estimatedOutputTokens,actualOutputTokens,optimizationEnabled,techniquesApplied,estimatedSavings,actualSavings,optimizationEffective,latencyMs,success,error
20a1d02e-cce1-4c2b-a3a2-249e1a627a22,2025-12-29T12:50:38.264Z,short-01-greeting,1,gpt-4,openai,9,9,1,11,true,,0,0,false,1,true,
17327570-43b2-4138-bdbc-02c03b735688,2025-12-29T12:50:38.264Z,short-02-simple-question,1,gpt-4,openai,14,14,1,16,true,,0,0,false,0,true,
467f57e5-fdb6-46dd-b348-3e61205fb678,2025-12-29T12:50:38.265Z,short-03-followup,1,gpt-4,openai,15,15,1,17,true,,0,0,false,1,true,
f7a4710b-f852-4eef-bc3b-81d2f77afddd,2025-12-29T12:50:38.265Z,short-03-followup,2,gpt-4,openai,70,70,1,19,true,,0,0,false,0,true,
0c402415-c41c-4d5b-8718-dedc0562f40b,2025-12-29T12:50:38.265Z,short-04-with-system,1,gpt-4,openai,29,29,1,16,true,,0,0,false,0,true,
9a1b526f-1bc3-47b8-85a5-9eef1a1807e8,2025-12-29T12:50:38.265Z,short-05-translation,1,gpt-4,openai,18,18,1,20,true,,0,0,false,0,true,
505e2ef5-1e02-444c-bbc5-c415af6a1883,2025-12-29T12:50:38.265Z,long-01-customer-support,1,gpt-4,openai,40,40,1,19,true,,0,0,false,0,true,
6628cef1-949e-4814-8914-85e4dbf25a75,2025-12-29T12:50:38.266Z,long-01-customer-support,2,gpt-4,openai,79,79,1,18,true,,0,0,false,0,true,
748bac64-2257-497e-8276-e2471b7249d1,2025-12-29T12:50:38.266Z,long-01-customer-support,3,gpt-4,openai,125,125,1,20,true,,0,0,false,0,true,
f21db9bc-a7a5-4668-bbc1-08fb12ee2cb2,2025-12-29T12:50:38.267Z,long-01-customer-support,4,gpt-4,openai,162,162,1,16,true,,0,0,false,1,true,
a6a274cc-7540-4520-8260-4f1deabb7e6b,2025-12-29T12:50:38.268Z,long-01-customer-support,5,gpt-4,openai,214,214,1,20,true,,0,0,false,1,true,
8a872ecd-2392-4709-89a2-4a51d548cb91,2025-12-29T12:50:38.269Z,long-01-customer-support,6,gpt-4,openai,266,266,1,18,true,,0,0,false,1,true,
a63c75fc-3e7e-49e8-9730-24422adfe37c,2025-12-29T12:50:38.269Z,long-02-tutoring-session,1,gpt-4,openai,36,36,1,16,true,,0,0,false,0,true,
cf168cf1-354e-4d51-8463-9159aa546289,2025-12-29T12:50:38.269Z,long-02-tutoring-session,2,gpt-4,openai,111,111,1,16,true,,0,0,false,0,true,
